No.,Time,Source,Destination,Protocol,Length,Info
597,30.861515,2.17.115.33,10.82.126.202,TCP,1452,80  >  1953 [ACK] Seq=1449 Ack=312 Win=15744 Len=1398 [TCP segment of a reassembled PDU]
598,30.861515,2.17.115.33,10.82.126.202,TCP,1452,80  >  1953 [ACK] Seq=2847 Ack=312 Win=15744 Len=1398 [TCP segment of a reassembled PDU]
599,30.861515,2.17.115.33,10.82.126.202,TCP,1452,80  >  1953 [ACK] Seq=4245 Ack=312 Win=15744 Len=1398 [TCP segment of a reassembled PDU]
600,30.861515,2.17.115.33,10.82.126.202,TCP,1452,80  >  1953 [ACK] Seq=5643 Ack=312 Win=15744 Len=1398 [TCP segment of a reassembled PDU]
601,30.861515,2.17.115.33,10.82.126.202,TCP,1452,80  >  1953 [ACK] Seq=7041 Ack=312 Win=15744 Len=1398 [TCP segment of a reassembled PDU]
603,30.861772,2.17.115.33,10.82.126.202,TCP,1452,80  >  1953 [ACK] Seq=8439 Ack=312 Win=15744 Len=1398 [TCP segment of a reassembled PDU]
604,30.861772,2.17.115.33,10.82.126.202,HTTP,344,HTTP/1.1 200 OK 
609,30.871212,2.17.115.33,10.82.126.202,TCP,54,"80  >  1953 [FIN, ACK] Seq=10127 Ack=313 Win=15744 Len=0"
1513,31.240866,2.17.115.33,10.82.126.202,TCP,66,"80  >  1965 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
1516,31.242412,2.17.115.33,10.82.126.202,TCP,54,80  >  1965 [ACK] Seq=1 Ack=313 Win=15744 Len=0
1517,31.253074,2.17.115.33,10.82.126.202,TCP,1452,80  >  1965 [ACK] Seq=1 Ack=313 Win=15744 Len=1398 [TCP segment of a reassembled PDU]
1518,31.253074,2.17.115.33,10.82.126.202,TCP,104,"80  >  1965 [PSH, ACK] Seq=1399 Ack=313 Win=15744 Len=50 [TCP segment of a reassembled PDU]"
1520,31.253338,2.17.115.33,10.82.126.202,TCP,1452,80  >  1965 [ACK] Seq=1449 Ack=313 Win=15744 Len=1398 [TCP segment of a reassembled PDU]
1521,31.253338,2.17.115.33,10.82.126.202,TCP,1452,80  >  1965 [ACK] Seq=2847 Ack=313 Win=15744 Len=1398 [TCP segment of a reassembled PDU]
1522,31.253338,2.17.115.33,10.82.126.202,TCP,1452,80  >  1965 [ACK] Seq=4245 Ack=313 Win=15744 Len=1398 [TCP segment of a reassembled PDU]
1523,31.253338,2.17.115.33,10.82.126.202,HTTP,401,HTTP/1.1 200 OK 
1526,31.263283,2.17.115.33,10.82.126.202,TCP,54,"80  >  1965 [FIN, ACK] Seq=5990 Ack=314 Win=15744 Len=0"
72,3.053343,20.190.143.51,10.82.126.202,TCP,54,"443  >  1791 [FIN, ACK] Seq=1 Ack=2 Win=16426 Len=0"
285,14.854739,20.54.24.148,10.82.126.202,TCP,66,"443  >  1931 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1398 WS=256 SACK_PERM=1"
288,14.872268,20.54.24.148,10.82.126.202,TCP,1452,443  >  1931 [ACK] Seq=1 Ack=212 Win=525312 Len=1398 [TCP segment of a reassembled PDU]
289,14.872354,20.54.24.148,10.82.126.202,TLSv1.2,1088,"Server Hello, Certificate, Server Key Exchange, Server Hello Done"
292,14.899041,20.54.24.148,10.82.126.202,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
293,14.899239,20.54.24.148,10.82.126.202,TLSv1.2,123,Application Data
298,14.926887,20.54.24.148,10.82.126.202,TLSv1.2,92,Application Data
299,14.92825,20.54.24.148,10.82.126.202,TCP,54,443  >  1931 [ACK] Seq=2591 Ack=673 Win=524800 Len=0
300,14.929333,20.54.24.148,10.82.126.202,TLSv1.2,618,Application Data
305,14.950343,20.54.24.148,10.82.126.202,TCP,54,"443  >  1931 [FIN, ACK] Seq=3155 Ack=674 Win=524800 Len=0"
45,2.020292,204.79.197.219,10.82.126.202,TCP,66,443  >  1752 [ACK] Seq=1 Ack=2 Win=8208 Len=0 SLE=1 SRE=2
80,4.764391,204.79.197.219,10.82.126.202,TCP,54,"443  >  1698 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
140,12.855131,205.185.216.42,10.82.126.202,TCP,54,"80  >  1825 [FIN, ACK] Seq=1 Ack=1 Win=182 Len=0"
143,12.856457,205.185.216.42,10.82.126.202,TCP,54,80  >  1825 [ACK] Seq=2 Ack=2 Win=182 Len=0
158,14.018212,216.58.207.227,10.82.126.202,TCP,66,443  >  1722 [ACK] Seq=1 Ack=2 Win=251 Len=0 SLE=1 SRE=2
208,14.407624,23.44.100.99,10.82.126.202,TCP,66,"80  >  1922 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
214,14.411883,23.44.100.99,10.82.126.202,TCP,54,80  >  1922 [ACK] Seq=1 Ack=181 Win=15744 Len=0
217,14.422834,23.44.100.99,10.82.126.202,HTTP,332,HTTP/1.1 301 Moved Permanently 
264,14.607805,23.44.100.99,10.82.126.202,HTTP,332,HTTP/1.1 301 Moved Permanently 
356,15.332883,23.44.100.99,10.82.126.202,TCP,66,"80  >  1936 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
359,15.334912,23.44.100.99,10.82.126.202,TCP,54,80  >  1936 [ACK] Seq=1 Ack=281 Win=15744 Len=0
360,15.346705,23.44.100.99,10.82.126.202,HTTP,332,HTTP/1.1 301 Moved Permanently 
371,15.370338,23.44.100.99,10.82.126.202,TCP,54,"80  >  1936 [FIN, ACK] Seq=279 Ack=282 Win=15744 Len=0"
388,15.741605,23.44.100.99,10.82.126.202,TCP,66,"80  >  1940 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
391,15.743109,23.44.100.99,10.82.126.202,TCP,54,80  >  1940 [ACK] Seq=1 Ack=285 Win=15744 Len=0
392,15.753642,23.44.100.99,10.82.126.202,HTTP,332,HTTP/1.1 301 Moved Permanently 
400,15.78447,23.44.100.99,10.82.126.202,HTTP,332,HTTP/1.1 301 Moved Permanently 
425,15.825759,23.44.100.99,10.82.126.202,TCP,54,"80  >  1940 [FIN, ACK] Seq=557 Ack=573 Win=16768 Len=0"
428,15.908854,23.44.100.99,10.82.126.202,TCP,66,"80  >  1944 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
431,15.910093,23.44.100.99,10.82.126.202,TCP,54,80  >  1944 [ACK] Seq=1 Ack=285 Win=15744 Len=0
432,15.926638,23.44.100.99,10.82.126.202,HTTP,332,HTTP/1.1 301 Moved Permanently 
443,15.968233,23.44.100.99,10.82.126.202,HTTP,332,HTTP/1.1 301 Moved Permanently 
463,16.006368,23.44.100.99,10.82.126.202,TCP,54,"80  >  1944 [FIN, ACK] Seq=557 Ack=573 Win=16768 Len=0"
1537,31.288986,23.55.58.104,10.82.126.202,TCP,66,"80  >  1969 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
1541,31.290347,23.55.58.104,10.82.126.202,TCP,54,80  >  1969 [ACK] Seq=1 Ack=422 Win=15744 Len=0
1544,31.301012,23.55.58.104,10.82.126.202,HTTP,680,HTTP/1.1 403 Forbidden  (text/html)
1551,31.30681,23.55.58.104,10.82.126.202,TCP,54,"80  >  1969 [FIN, ACK] Seq=627 Ack=423 Win=15744 Len=0"
1651,33.348529,23.55.58.104,10.82.126.202,TCP,66,"80  >  1977 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
1654,33.349677,23.55.58.104,10.82.126.202,TCP,54,80  >  1977 [ACK] Seq=1 Ack=422 Win=15744 Len=0
1657,33.360401,23.55.58.104,10.82.126.202,HTTP,1044,HTTP/1.1 206 Partial Content 
1678,33.368306,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=991 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1679,33.368306,23.55.58.104,10.82.126.202,TCP,104,"80  >  1977 [PSH, ACK] Seq=2389 Ack=859 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
1696,33.369984,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=2439 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1697,33.369984,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=3837 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1699,33.370193,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=5235 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1700,33.370193,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=6633 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1701,33.370193,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=8031 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1702,33.370193,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=9429 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1703,33.370193,23.55.58.104,10.82.126.202,TCP,354,"80  >  1977 [PSH, ACK] Seq=10827 Ack=859 Win=16768 Len=300 [TCP segment of a reassembled PDU]"
1704,33.370193,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=11127 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1706,33.371203,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=12525 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1712,33.371496,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=13923 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1713,33.371496,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=15321 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1717,33.37191,23.55.58.104,10.82.126.202,TCP,906,"80  >  1977 [PSH, ACK] Seq=16719 Ack=859 Win=16768 Len=852 [TCP segment of a reassembled PDU]"
1732,33.375676,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=17571 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1733,33.375676,23.55.58.104,10.82.126.202,TCP,104,"80  >  1977 [PSH, ACK] Seq=18969 Ack=859 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
1734,33.375676,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=19019 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1735,33.375676,23.55.58.104,10.82.126.202,TCP,104,"80  >  1977 [PSH, ACK] Seq=20417 Ack=859 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
1737,33.37606,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=20467 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1738,33.37606,23.55.58.104,10.82.126.202,TCP,104,"80  >  1977 [PSH, ACK] Seq=21865 Ack=859 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
1739,33.37606,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=21915 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1740,33.37606,23.55.58.104,10.82.126.202,TCP,104,"80  >  1977 [PSH, ACK] Seq=23313 Ack=859 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
1741,33.37606,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=23363 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1745,33.37606,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=24761 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1746,33.37606,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=26159 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1749,33.376603,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=27557 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1752,33.376603,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=28955 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1753,33.376603,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=30353 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1754,33.376603,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=31751 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1776,33.378055,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=33149 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1777,33.378055,23.55.58.104,10.82.126.202,TCP,1452,80  >  1977 [ACK] Seq=34547 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1779,33.378392,23.55.58.104,10.82.126.202,HTTP,397,HTTP/1.1 206 Partial Content 
147,13.546531,23.55.58.122,10.82.126.202,TCP,66,443  >  1708 [ACK] Seq=1 Ack=2 Win=259 Len=0 SLE=1 SRE=2
225,14.439308,23.55.58.192,10.82.126.202,TCP,66,"80  >  1927 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
230,14.441022,23.55.58.192,10.82.126.202,TCP,54,80  >  1927 [ACK] Seq=1 Ack=195 Win=15744 Len=0
232,14.450919,23.55.58.192,10.82.126.202,HTTP,458,HTTP/1.1 200 OK 
266,14.622882,23.55.58.192,10.82.126.202,HTTP,458,HTTP/1.1 200 OK 
362,15.353782,23.55.58.192,10.82.126.202,TCP,66,"80  >  1938 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
365,15.357343,23.55.58.192,10.82.126.202,TCP,54,80  >  1938 [ACK] Seq=1 Ack=295 Win=15744 Len=0
366,15.365316,23.55.58.192,10.82.126.202,HTTP,501,HTTP/1.1 206 Partial Content 
369,15.369224,23.55.58.192,10.82.126.202,TCP,54,"80  >  1938 [FIN, ACK] Seq=448 Ack=296 Win=15744 Len=0"
394,15.758082,23.55.58.192,10.82.126.202,TCP,66,"80  >  1942 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
397,15.759283,23.55.58.192,10.82.126.202,TCP,54,80  >  1942 [ACK] Seq=1 Ack=299 Win=15744 Len=0
398,15.76961,23.55.58.192,10.82.126.202,HTTP,501,HTTP/1.1 206 Partial Content 
402,15.791913,23.55.58.192,10.82.126.202,TCP,1452,80  >  1942 [ACK] Seq=448 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
403,15.791913,23.55.58.192,10.82.126.202,TCP,104,"80  >  1942 [PSH, ACK] Seq=1846 Ack=600 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
405,15.792005,23.55.58.192,10.82.126.202,TCP,1452,80  >  1942 [ACK] Seq=1896 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
406,15.792038,23.55.58.192,10.82.126.202,TCP,1452,80  >  1942 [ACK] Seq=3294 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
408,15.792172,23.55.58.192,10.82.126.202,TCP,1452,80  >  1942 [ACK] Seq=4692 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
409,15.792172,23.55.58.192,10.82.126.202,TCP,1452,80  >  1942 [ACK] Seq=6090 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
410,15.792172,23.55.58.192,10.82.126.202,TCP,254,"80  >  1942 [PSH, ACK] Seq=7488 Ack=600 Win=16768 Len=200 [TCP segment of a reassembled PDU]"
412,15.792317,23.55.58.192,10.82.126.202,TCP,1452,80  >  1942 [ACK] Seq=7688 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
413,15.792317,23.55.58.192,10.82.126.202,TCP,1452,80  >  1942 [ACK] Seq=9086 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
414,15.792317,23.55.58.192,10.82.126.202,HTTP,270,HTTP/1.1 206 Partial Content 
423,15.825561,23.55.58.192,10.82.126.202,TCP,54,"80  >  1942 [FIN, ACK] Seq=10700 Ack=601 Win=16768 Len=0"
434,15.930921,23.55.58.192,10.82.126.202,TCP,66,"80  >  1946 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
437,15.932169,23.55.58.192,10.82.126.202,TCP,54,80  >  1946 [ACK] Seq=1 Ack=299 Win=15744 Len=0
438,15.942526,23.55.58.192,10.82.126.202,HTTP,501,HTTP/1.1 206 Partial Content 
445,15.975693,23.55.58.192,10.82.126.202,TCP,1452,80  >  1946 [ACK] Seq=448 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
446,15.975809,23.55.58.192,10.82.126.202,TCP,104,"80  >  1946 [PSH, ACK] Seq=1846 Ack=600 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
448,15.97596,23.55.58.192,10.82.126.202,TCP,1452,80  >  1946 [ACK] Seq=1896 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
449,15.97596,23.55.58.192,10.82.126.202,TCP,1452,80  >  1946 [ACK] Seq=3294 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
451,15.976095,23.55.58.192,10.82.126.202,TCP,1452,80  >  1946 [ACK] Seq=4692 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
452,15.976095,23.55.58.192,10.82.126.202,TCP,1452,80  >  1946 [ACK] Seq=6090 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
453,15.976095,23.55.58.192,10.82.126.202,TCP,254,"80  >  1946 [PSH, ACK] Seq=7488 Ack=600 Win=16768 Len=200 [TCP segment of a reassembled PDU]"
455,15.976249,23.55.58.192,10.82.126.202,TCP,1452,80  >  1946 [ACK] Seq=7688 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
456,15.976249,23.55.58.192,10.82.126.202,TCP,1452,80  >  1946 [ACK] Seq=9086 Ack=600 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
457,15.976249,23.55.58.192,10.82.126.202,HTTP,270,HTTP/1.1 206 Partial Content 
461,16.006165,23.55.58.192,10.82.126.202,TCP,54,"80  >  1946 [FIN, ACK] Seq=10700 Ack=601 Win=16768 Len=0"
51,2.159976,40.100.175.146,10.82.126.202,TCP,54,443  >  1843 [ACK] Seq=1 Ack=1778 Win=2053 Len=0
52,2.200535,40.100.175.146,10.82.126.202,TCP,54,443  >  1843 [ACK] Seq=1 Ack=2350 Win=2051 Len=0
53,2.213079,40.100.175.146,10.82.126.202,TLSv1.2,1366,Application Data
54,2.213356,40.100.175.146,10.82.126.202,TLSv1.2,386,Application Data
56,2.213546,40.100.175.146,10.82.126.202,TLSv1.2,275,Application Data
57,2.213684,40.100.175.146,10.82.126.202,TLSv1.2,477,Application Data
58,2.213684,40.100.175.146,10.82.126.202,TLSv1.2,269,Application Data
60,2.213803,40.100.175.146,10.82.126.202,TLSv1.2,111,Application Data
61,2.213803,40.100.175.146,10.82.126.202,TLSv1.2,88,Application Data
68,3.036872,40.100.175.146,10.82.126.202,TLSv1.2,97,Application Data
272,14.736303,40.100.175.146,10.82.126.202,TCP,54,443  >  1853 [ACK] Seq=1 Ack=1778 Win=2053 Len=0
273,14.776169,40.100.175.146,10.82.126.202,TCP,54,443  >  1853 [ACK] Seq=1 Ack=2266 Win=2051 Len=0
274,14.804528,40.100.175.146,10.82.126.202,TLSv1.2,1348,Application Data
275,14.804651,40.100.175.146,10.82.126.202,TLSv1.2,570,Application Data
276,14.804651,40.100.175.146,10.82.126.202,TLSv1.2,336,Application Data
278,14.804849,40.100.175.146,10.82.126.202,TLSv1.2,111,Application Data
280,14.805615,40.100.175.146,10.82.126.202,TLSv1.2,88,Application Data
466,17.258076,40.100.175.146,10.82.126.202,TLSv1.2,97,Application Data
473,21.251362,40.100.175.146,10.82.126.202,TLSv1.2,97,Application Data
472,19.526704,40.67.251.132,10.82.126.202,TCP,66,443  >  1760 [ACK] Seq=1 Ack=2 Win=7971 Len=0 SLE=1 SRE=2
130,10.339265,40.77.224.11,10.82.126.202,TCP,54,"443  >  1795 [FIN, ACK] Seq=1 Ack=2 Win=2053 Len=0"
79,3.741545,40.90.22.186,10.82.126.202,TCP,54,"443  >  1705 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
75,3.3324,40.90.22.188,10.82.126.202,TCP,54,"443  >  1789 [FIN, ACK] Seq=1 Ack=2 Win=1026 Len=0"
134,11.482713,51.104.139.180,10.82.126.202,TCP,54,"443  >  1801 [FIN, ACK] Seq=1 Ack=2 Win=1026 Len=0"
93,7.940331,51.105.218.222,10.82.126.202,TCP,54,"443  >  1702 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6,0.059222,52.109.76.31,10.82.126.202,TCP,66,"443  >  1914 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1398 WS=256 SACK_PERM=1"
9,0.078126,52.109.76.31,10.82.126.202,TCP,1452,443  >  1914 [ACK] Seq=1 Ack=192 Win=131328 Len=1398 [TCP segment of a reassembled PDU]
10,0.079119,52.109.76.31,10.82.126.202,TCP,1452,443  >  1914 [ACK] Seq=1399 Ack=192 Win=131328 Len=1398 [TCP segment of a reassembled PDU]
12,0.079299,52.109.76.31,10.82.126.202,TCP,1452,443  >  1914 [ACK] Seq=2797 Ack=192 Win=131328 Len=1398 [TCP segment of a reassembled PDU]
13,0.079299,52.109.76.31,10.82.126.202,TCP,1452,443  >  1914 [ACK] Seq=4195 Ack=192 Win=131328 Len=1398 [TCP segment of a reassembled PDU]
17,0.095018,52.109.76.31,10.82.126.202,TLSv1.2,451,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
19,0.118406,52.109.76.31,10.82.126.202,TLSv1.2,161,"Change Cipher Spec, Encrypted Handshake Message"
21,0.140098,52.109.76.31,10.82.126.202,TLSv1.2,491,Application Data
136,11.507019,52.109.76.8,10.82.126.202,TCP,54,"443  >  1800 [FIN, ACK] Seq=1 Ack=2 Win=2053 Len=0"
155,14.002183,52.109.88.44,10.82.126.202,TCP,66,"443  >  1919 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1398 WS=256 SACK_PERM=1"
159,14.020905,52.109.88.44,10.82.126.202,TCP,1452,443  >  1919 [ACK] Seq=1 Ack=212 Win=525312 Len=1398 [TCP segment of a reassembled PDU]
160,14.021675,52.109.88.44,10.82.126.202,TCP,1452,443  >  1919 [ACK] Seq=1399 Ack=212 Win=525312 Len=1398 [TCP segment of a reassembled PDU]
161,14.021675,52.109.88.44,10.82.126.202,TCP,1452,443  >  1919 [ACK] Seq=2797 Ack=212 Win=525312 Len=1398 [TCP segment of a reassembled PDU]
162,14.021675,52.109.88.44,10.82.126.202,TCP,1452,443  >  1919 [ACK] Seq=4195 Ack=212 Win=525312 Len=1398 [TCP segment of a reassembled PDU]
164,14.021844,52.109.88.44,10.82.126.202,TLSv1.2,510,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
166,14.04597,52.109.88.44,10.82.126.202,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
167,14.04597,52.109.88.44,10.82.126.202,TLSv1.2,123,Application Data
172,14.064117,52.109.88.44,10.82.126.202,TLSv1.2,92,Application Data
173,14.064117,52.109.88.44,10.82.126.202,TCP,54,443  >  1919 [ACK] Seq=6207 Ack=784 Win=524800 Len=0
174,14.065207,52.109.88.44,10.82.126.202,TLSv1.2,502,Application Data
177,14.083454,52.109.88.44,10.82.126.202,TCP,54,"443  >  1919 [FIN, ACK] Seq=6655 Ack=785 Win=524800 Len=0"
181,14.308527,52.109.88.44,10.82.126.202,TCP,66,"443  >  1920 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1398 WS=256 SACK_PERM=1"
184,14.328154,52.109.88.44,10.82.126.202,TCP,1452,443  >  1920 [ACK] Seq=1 Ack=212 Win=525312 Len=1398 [TCP segment of a reassembled PDU]
185,14.328616,52.109.88.44,10.82.126.202,TCP,1452,443  >  1920 [ACK] Seq=1399 Ack=212 Win=525312 Len=1398 [TCP segment of a reassembled PDU]
186,14.328616,52.109.88.44,10.82.126.202,TCP,1452,443  >  1920 [ACK] Seq=2797 Ack=212 Win=525312 Len=1398 [TCP segment of a reassembled PDU]
188,14.328916,52.109.88.44,10.82.126.202,TCP,1452,443  >  1920 [ACK] Seq=4195 Ack=212 Win=525312 Len=1398 [TCP segment of a reassembled PDU]
190,14.329027,52.109.88.44,10.82.126.202,TLSv1.2,510,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
192,14.350614,52.109.88.44,10.82.126.202,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
193,14.350692,52.109.88.44,10.82.126.202,TLSv1.2,123,Application Data
198,14.366803,52.109.88.44,10.82.126.202,TCP,54,443  >  1920 [ACK] Seq=6169 Ack=846 Win=524800 Len=0
199,14.368761,52.109.88.44,10.82.126.202,TLSv1.2,92,Application Data
200,14.370006,52.109.88.44,10.82.126.202,TLSv1.2,482,Application Data
205,14.401621,52.109.88.44,10.82.126.202,TCP,54,"443  >  1920 [FIN, ACK] Seq=6635 Ack=847 Win=524800 Len=0"
149,13.776803,52.109.88.56,10.82.126.202,TCP,54,443  >  1884 [ACK] Seq=1 Ack=36 Win=1025 Len=0
150,13.791966,52.109.88.56,10.82.126.202,TCP,66,[TCP Dup ACK 149#1] 443  >  1884 [ACK] Seq=1 Ack=36 Win=1025 Len=0 SLE=1 SRE=36
81,4.764391,52.113.194.132,10.82.126.202,TCP,54,"443  >  1830 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
85,5.789681,52.114.132.91,10.82.126.202,TCP,54,443  >  1852 [ACK] Seq=1 Ack=1741 Win=1026 Len=0
86,5.994092,52.114.132.91,10.82.126.202,TLSv1.2,480,Application Data
26,1.692647,52.114.133.60,10.82.126.202,TCP,66,"443  >  1915 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1398 WS=256 SACK_PERM=1"
29,1.796378,52.114.133.60,10.82.126.202,TCP,1452,443  >  1915 [ACK] Seq=1 Ack=209 Win=262656 Len=1398 [TCP segment of a reassembled PDU]
30,1.796378,52.114.133.60,10.82.126.202,TCP,1452,443  >  1915 [ACK] Seq=1399 Ack=209 Win=262656 Len=1398 [TCP segment of a reassembled PDU]
32,1.797492,52.114.133.60,10.82.126.202,TLSv1.2,1288,"Server Hello, Certificate, Server Key Exchange, Server Hello Done"
34,1.898428,52.114.133.60,10.82.126.202,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
40,2.001359,52.114.133.60,10.82.126.202,TCP,54,443  >  1915 [ACK] Seq=4082 Ack=2672 Win=262656 Len=0
41,2.001359,52.114.133.60,10.82.126.202,TCP,54,443  >  1915 [ACK] Seq=4082 Ack=6043 Win=262656 Len=0
42,2.002443,52.114.133.60,10.82.126.202,TLSv1.2,411,Application Data
46,2.103015,52.114.133.60,10.82.126.202,TCP,54,"443  >  1915 [FIN, ACK] Seq=4439 Ack=6044 Win=262656 Len=0"
